Device Name,Device Type,Energy Consumption (kWh),Date Range,Country,User Demographics: Age,User Demographics: Gender,Usage Frequency (per week/month),Device Brand,Average Duration of Use (Hours),Cost Savings (in $),Power Source,Internet Connectivity Status
Smart Refrigerator,Energy-saving,19.70,30-12-2022,Japan,58,Man,3 per week,SmartLiving,13.30,$32.11 ,Battery,Low Bandwidth
Video Doorbell,Water Conservation,3.20,09-02-2021,Brazil,39,Woman,15 per month,RingSecure,1.20,$47.59 ,Grid,Intermittent
Smart Speaker,Smart Appliances,21.70,08-02-2021,France,62,Non-binary,3 per week,SoundWave,1.80,$48.01 ,Grid,Low Bandwidth
Smart Thermostat,Energy-saving,21.60,02-08-2023,France,32,Non-binary,3 per week,SafeGuard,17.10,$2.86 ,Solar,Offline Mode
Smart Thermostat,Energy-saving,1.80,01-01-2022,France,19,Woman,7 per week,PlugWise,19.60,$15.86 ,Solar,Low Bandwidth
Smart Thermostat,Health Monitoring,25.00,11-07-2024,Germany,63,Woman,10 per month,SoundWave,23.20,$43.94 ,Grid,Low Bandwidth
Smart Plug,Water Conservation,19.90,09-07-2024,India,48,Prefer not to say,3 per week,ViewMax,2.60,$42.60 ,Battery,Low Bandwidth
Smart Refrigerator,Fitness Monitoring,18.50,04-04-2022,South Africa,48,Man,5 per week,SunTrack,7.20,$15.42 ,Solar,Intermittent
Smart Plug,Security,7.30,02-02-2021,USA,60,Non-binary,10 per month,PlugWise,1.20,$33.39 ,Solar,Offline Mode
Smart Plug,Security,24.60,29-05-2020,France,24,Non-binary,10 per month,SoundWave,14.30,$48.40 ,Grid,Low Bandwidth
Security Camera,Water Conservation,11.70,13-02-2020,Canada,39,Prefer not to say,7 per week,BrightLife,14.20,$26.92 ,Solar,Disconnected
Smart Speaker,Health Monitoring,10.10,16-11-2023,USA,39,Woman,3 per week,SoundWave,2.50,$33.62 ,Battery,Connected
Video Doorbell,Security,5.80,31-08-2020,Australia,59,Prefer not to say,7 per week,SafeGuard,20.70,$42.83 ,Grid,Disconnected
Smart Refrigerator,Smart Appliances,24.30,01-02-2021,Japan,44,Woman,5 per week,SunTrack,10.40,$9.40 ,Battery,Intermittent
Smart Thermostat,Entertainment,2.60,01-09-2022,India,51,Non-binary,10 per month,CoolTech,14.00,$22.16 ,Solar,Connected
Smart Thermostat,Climate Control,20.80,06-01-2023,Brazil,41,Prefer not to say,3 per week,SafeGuard,17.00,$2.41 ,Solar,Intermittent
Smart Plug,Climate Control,9.00,08-12-2022,France,63,Non-binary,10 per month,EcoHome,1.90,$47.77 ,Grid,Intermittent
Smart Refrigerator,Smart Appliances,23.60,30-07-2022,India,61,Man,3 per week,PlugWise,13.30,$20.94 ,Grid,Connected
Smart TV,Fitness Monitoring,7.40,11-07-2024,USA,59,Woman,5 per week,CoolTech,8.80,$42.64 ,Solar,Low Bandwidth
Video Doorbell,Health Monitoring,9.30,03-01-2022,Mexico,38,Prefer not to say,15 per month,ViewMax,4.60,$33.52 ,Grid,Intermittent
Smart Light Bulb,Water Conservation,22.80,08-10-2021,India,40,Woman,10 per month,BrightLife,21.60,$48.10 ,Battery,Connected
Smart Light Bulb,Smart Appliances,17.30,24-06-2024,USA,32,Non-binary,15 per month,SoundWave,11.00,$38.51 ,Battery,Offline Mode
Solar Panel Monitor,Security,8.30,03-04-2022,Canada,26,Non-binary,5 per week,RingSecure,11.90,$10.50 ,Grid,Intermittent
Smart Plug,Climate Control,18.90,13-11-2024,USA,46,Man,7 per week,SunTrack,10.70,$6.63 ,Grid,Intermittent
Smart Thermostat,Entertainment,24.00,20-06-2023,India,60,Prefer not to say,5 per week,SoundWave,16.80,$28.38 ,Battery,Connected
Solar Panel Monitor,Climate Control,18.60,30-11-2024,France,60,Man,15 per month,CoolTech,10.50,$26.57 ,Solar,Connected
Smart Light Bulb,Security,1.30,01-08-2024,USA,50,Prefer not to say,15 per month,RingSecure,12.90,$18.06 ,Battery,Offline Mode
Smart Plug,Energy-saving,8.80,16-03-2023,Australia,26,Non-binary,7 per week,SunTrack,20.10,$37.19 ,Grid,Intermittent
Solar Panel Monitor,Energy-saving,23.60,24-02-2020,Germany,61,Woman,7 per week,CoolTech,2.00,$35.26 ,Battery,Offline Mode
Smart Plug,Fitness Monitoring,14.20,08-03-2022,Mexico,59,Man,5 per week,CoolTech,11.00,$41.86 ,Grid,Intermittent
Smart Refrigerator,Water Conservation,21.80,09-10-2020,USA,54,Prefer not to say,5 per week,CoolTech,5.60,$34.44 ,Solar,Offline Mode
Smart TV,Fitness Monitoring,2.50,24-11-2023,Germany,32,Non-binary,10 per month,SafeGuard,15.00,$34.19 ,Grid,Intermittent
Smart Plug,Climate Control,23.30,04-03-2020,South Africa,55,Prefer not to say,5 per week,EcoHome,14.00,$24.70 ,Solar,Intermittent
Solar Panel Monitor,Smart Appliances,3.50,08-06-2023,Germany,53,Woman,15 per month,BrightLife,6.30,$30.34 ,Solar,Low Bandwidth
Security Camera,Water Conservation,17.70,08-08-2020,Mexico,22,Woman,7 per week,PlugWise,14.40,$21.31 ,Battery,Offline Mode
Solar Panel Monitor,Climate Control,12.50,03-10-2023,USA,37,Non-binary,5 per week,EcoHome,4.10,$22.92 ,Battery,Low Bandwidth
Video Doorbell,Fitness Monitoring,5.20,11-04-2020,Brazil,49,Prefer not to say,3 per week,BrightLife,16.70,$17.09 ,Solar,Disconnected
Smart Speaker,Health Monitoring,3.60,05-09-2022,Brazil,39,Prefer not to say,3 per week,SunTrack,9.40,$5.89 ,Battery,Low Bandwidth
Video Doorbell,Energy-saving,2.90,26-10-2020,India,38,Prefer not to say,7 per week,SmartLiving,17.70,$44.80 ,Battery,Disconnected
Smart Speaker,Water Conservation,4.30,16-05-2021,India,62,Non-binary,3 per week,SafeGuard,19.70,$29.95 ,Battery,Low Bandwidth
Smart Refrigerator,Health Monitoring,12.10,28-11-2024,India,21,Prefer not to say,10 per month,SafeGuard,16.80,$30.66 ,Battery,Disconnected
Video Doorbell,Smart Appliances,14.90,13-08-2022,India,21,Prefer not to say,3 per week,CoolTech,1.60,$38.91 ,Battery,Low Bandwidth
Smart Light Bulb,Security,12.80,05-04-2023,USA,50,Woman,5 per week,SoundWave,7.00,$36.74 ,Grid,Low Bandwidth
Home Assistant Hub,Energy-saving,7.90,13-08-2022,Australia,28,Non-binary,10 per month,PlugWise,11.60,$22.14 ,Grid,Disconnected
Smart TV,Fitness Monitoring,19.90,30-03-2024,USA,51,Prefer not to say,3 per week,RingSecure,17.20,$44.04 ,Solar,Low Bandwidth
Security Camera,Climate Control,2.70,03-10-2023,Canada,18,Prefer not to say,10 per month,SunTrack,3.10,$27.72 ,Grid,Intermittent
Smart Thermostat,Climate Control,19.10,27-10-2021,Australia,20,Man,5 per week,SafeGuard,10.50,$31.43 ,Solar,Connected
Solar Panel Monitor,Entertainment,1.80,11-07-2024,Japan,50,Man,5 per week,SunTrack,23.70,$32.01 ,Grid,Low Bandwidth
Smart Refrigerator,Water Conservation,7.20,19-02-2020,Brazil,43,Woman,15 per month,SmartLiving,1.50,$44.76 ,Grid,Disconnected
Video Doorbell,Water Conservation,11.50,15-05-2020,South Africa,26,Woman,10 per month,CoolTech,11.00,$37.80 ,Solar,Intermittent
Smart Plug,Fitness Monitoring,13.10,31-01-2020,Japan,26,Prefer not to say,7 per week,PlugWise,4.40,$38.13 ,Battery,Disconnected
Smart TV,Security,9.30,28-03-2023,Japan,39,Non-binary,15 per month,SafeGuard,2.40,$31.91 ,Grid,Low Bandwidth
Solar Panel Monitor,Smart Appliances,16.60,03-01-2024,Japan,62,Non-binary,3 per week,SunTrack,1.50,$16.19 ,Solar,Disconnected
Smart Plug,Fitness Monitoring,7.50,08-12-2024,Brazil,43,Woman,10 per month,SmartLiving,17.30,$49.61 ,Solar,Disconnected
Home Assistant Hub,Entertainment,13.10,12-12-2024,France,25,Non-binary,7 per week,PlugWise,22.00,$22.19 ,Solar,Offline Mode
Video Doorbell,Smart Appliances,7.00,17-03-2024,Australia,31,Man,3 per week,SoundWave,10.00,$31.47 ,Battery,Low Bandwidth
Smart Plug,Climate Control,5.30,19-11-2021,South Africa,52,Prefer not to say,5 per week,SmartLiving,8.20,$43.52 ,Battery,Offline Mode
Smart Refrigerator,Entertainment,19.60,23-11-2023,Australia,51,Woman,7 per week,SoundWave,18.50,$12.23 ,Solar,Low Bandwidth
Security Camera,Energy-saving,7.40,30-04-2020,Brazil,26,Woman,7 per week,SmartLiving,18.30,$26.31 ,Battery,Intermittent
Smart TV,Water Conservation,4.30,25-10-2020,India,33,Woman,10 per month,BrightLife,7.60,$34.19 ,Grid,Intermittent
Smart Plug,Health Monitoring,4.00,06-05-2023,India,29,Woman,5 per week,BrightLife,11.70,$7.43 ,Grid,Low Bandwidth
Smart Plug,Smart Appliances,5.30,14-06-2021,Mexico,47,Prefer not to say,3 per week,ViewMax,16.50,$44.21 ,Battery,Intermittent
Smart TV,Security,11.80,10-09-2024,India,33,Prefer not to say,10 per month,SmartLiving,16.60,$10.71 ,Battery,Connected
Smart TV,Energy-saving,11.80,11-04-2023,South Africa,49,Non-binary,5 per week,RingSecure,4.70,$10.55 ,Solar,Connected
Smart Thermostat,Entertainment,21.90,04-09-2021,Japan,53,Man,7 per week,BrightLife,13.80,$26.80 ,Grid,Low Bandwidth
Smart TV,Climate Control,18.70,06-01-2024,Canada,65,Man,3 per week,ViewMax,16.70,$7.72 ,Grid,Intermittent
Solar Panel Monitor,Health Monitoring,16.60,29-06-2022,USA,37,Woman,15 per month,CoolTech,7.00,$8.89 ,Grid,Intermittent
Smart Speaker,Security,0.60,16-08-2022,France,59,Non-binary,10 per month,SafeGuard,2.70,$39.73 ,Solar,Intermittent
Smart Plug,Climate Control,17.60,22-11-2021,France,21,Prefer not to say,10 per month,SmartLiving,10.40,$8.63 ,Solar,Offline Mode
Solar Panel Monitor,Health Monitoring,8.20,25-06-2024,France,58,Prefer not to say,7 per week,SafeGuard,1.10,$45.58 ,Solar,Intermittent
Smart Light Bulb,Climate Control,6.50,09-02-2023,USA,20,Man,15 per month,SoundWave,17.50,$32.42 ,Battery,Intermittent
Smart Speaker,Entertainment,8.10,08-05-2024,Mexico,60,Woman,3 per week,SoundWave,6.20,$2.87 ,Battery,Connected
Smart Speaker,Entertainment,17.70,23-08-2020,Canada,26,Prefer not to say,10 per month,PlugWise,2.70,$15.93 ,Solar,Disconnected
Smart Speaker,Entertainment,21.10,30-03-2021,Australia,22,Non-binary,15 per month,SoundWave,1.70,$41.18 ,Solar,Connected
Smart Thermostat,Security,16.30,03-02-2021,South Africa,29,Non-binary,5 per week,EcoHome,12.20,$34.60 ,Grid,Low Bandwidth
Smart Refrigerator,Security,24.50,24-02-2020,France,58,Man,15 per month,SoundWave,6.40,$5.69 ,Solar,Disconnected
Solar Panel Monitor,Energy-saving,6.40,04-12-2023,Canada,31,Non-binary,15 per month,EcoHome,9.90,$49.86 ,Grid,Connected
Solar Panel Monitor,Water Conservation,4.30,05-03-2023,Mexico,63,Woman,5 per week,BrightLife,16.70,$36.22 ,Solar,Low Bandwidth
Video Doorbell,Fitness Monitoring,6.80,06-11-2021,Japan,46,Man,3 per week,PlugWise,16.60,$48.83 ,Solar,Low Bandwidth
Smart Speaker,Fitness Monitoring,13.50,17-06-2024,USA,46,Man,3 per week,PlugWise,16.20,$26.79 ,Solar,Connected
Home Assistant Hub,Smart Appliances,5.80,22-02-2021,South Africa,48,Woman,10 per month,ViewMax,6.20,$47.47 ,Battery,Intermittent
Home Assistant Hub,Security,23.60,10-05-2023,India,20,Prefer not to say,7 per week,PlugWise,20.80,$32.56 ,Solar,Low Bandwidth
Smart TV,Entertainment,2.40,14-01-2021,Mexico,27,Non-binary,15 per month,EcoHome,8.30,$27.45 ,Grid,Offline Mode
Smart Speaker,Security,3.60,19-03-2020,Japan,60,Woman,15 per month,SmartLiving,22.80,$27.69 ,Solar,Offline Mode
Smart Plug,Security,11.80,18-09-2020,France,34,Woman,10 per month,CoolTech,23.80,$30.29 ,Battery,Low Bandwidth
Smart Thermostat,Climate Control,10.40,27-03-2021,Canada,37,Non-binary,3 per week,SoundWave,13.50,$21.77 ,Solar,Intermittent
Home Assistant Hub,Security,10.50,06-07-2023,USA,36,Woman,15 per month,RingSecure,3.30,$46.01 ,Grid,Offline Mode
Smart Refrigerator,Health Monitoring,4.30,21-10-2024,USA,51,Prefer not to say,15 per month,SoundWave,5.20,$9.51 ,Grid,Disconnected
Video Doorbell,Health Monitoring,2.50,02-01-2021,Mexico,54,Man,7 per week,SoundWave,10.00,$15.82 ,Battery,Low Bandwidth
Smart Thermostat,Health Monitoring,21.70,28-08-2022,Germany,42,Woman,7 per week,EcoHome,21.70,$19.33 ,Solar,Offline Mode
Video Doorbell,Fitness Monitoring,23.10,06-12-2020,France,42,Prefer not to say,5 per week,ViewMax,10.60,$11.95 ,Battery,Connected
Smart Speaker,Security,0.80,26-08-2022,Japan,20,Woman,15 per month,BrightLife,0.90,$38.66 ,Grid,Low Bandwidth
Smart TV,Security,11.60,25-02-2024,Japan,60,Prefer not to say,15 per month,RingSecure,2.40,$41.18 ,Battery,Offline Mode
Smart TV,Entertainment,21.80,12-10-2021,Canada,60,Prefer not to say,5 per week,PlugWise,8.60,$11.11 ,Battery,Connected
Security Camera,Security,9.50,06-11-2023,Australia,30,Woman,10 per month,SoundWave,17.70,$32.87 ,Grid,Offline Mode
Smart Light Bulb,Water Conservation,16.00,13-08-2020,Brazil,29,Woman,5 per week,ViewMax,1.60,$2.78 ,Grid,Intermittent
Smart Plug,Water Conservation,19.90,07-05-2021,Mexico,59,Man,10 per month,CoolTech,11.80,$5.39 ,Solar,Connected
Smart Plug,Energy-saving,23.30,26-07-2022,Japan,25,Prefer not to say,7 per week,SoundWave,16.80,$49.75 ,Battery,Disconnected
Smart Speaker,Energy-saving,1.60,09-04-2021,Japan,42,Man,7 per week,SmartLiving,3.10,$46.26 ,Solar,Intermittent
Smart Refrigerator,Health Monitoring,9.20,01-08-2024,Brazil,21,Non-binary,3 per week,CoolTech,23.90,$46.55 ,Solar,Offline Mode
Solar Panel Monitor,Energy-saving,13.00,28-12-2021,Brazil,46,Man,3 per week,EcoHome,12.90,$23.58 ,Battery,Disconnected
Smart Refrigerator,Climate Control,9.70,26-09-2023,South Africa,37,Man,7 per week,SoundWave,14.80,$16.09 ,Grid,Disconnected
Home Assistant Hub,Water Conservation,2.10,04-10-2021,Australia,48,Prefer not to say,5 per week,BrightLife,21.90,$10.89 ,Grid,Connected
Smart Speaker,Smart Appliances,16.80,13-01-2020,Germany,29,Woman,15 per month,SoundWave,9.10,$26.95 ,Grid,Connected
Security Camera,Entertainment,14.00,03-09-2022,South Africa,46,Woman,5 per week,BrightLife,11.90,$21.86 ,Battery,Offline Mode
Smart Thermostat,Energy-saving,7.00,11-04-2024,France,34,Woman,15 per month,ViewMax,6.10,$39.05 ,Battery,Offline Mode
Security Camera,Fitness Monitoring,17.30,27-12-2024,India,23,Woman,3 per week,BrightLife,21.50,$34.33 ,Solar,Intermittent
Home Assistant Hub,Health Monitoring,7.40,27-05-2023,Canada,53,Non-binary,7 per week,PlugWise,0.90,$20.66 ,Solar,Connected
Smart TV,Water Conservation,2.90,23-02-2022,Brazil,23,Man,3 per week,EcoHome,15.70,$4.09 ,Battery,Disconnected
Video Doorbell,Fitness Monitoring,14.40,05-12-2022,Canada,32,Woman,7 per week,BrightLife,12.80,$12.70 ,Solar,Offline Mode
Smart TV,Health Monitoring,2.80,15-08-2022,Japan,28,Man,7 per week,SunTrack,17.60,$4.02 ,Grid,Connected
Smart Thermostat,Energy-saving,24.10,13-10-2024,Japan,39,Man,10 per month,PlugWise,21.30,$2.62 ,Battery,Disconnected
Security Camera,Smart Appliances,4.60,15-02-2020,Australia,40,Non-binary,10 per month,SunTrack,11.50,$2.88 ,Solar,Connected
Video Doorbell,Energy-saving,13.20,15-01-2023,Germany,21,Woman,5 per week,SoundWave,9.90,$12.74 ,Battery,Offline Mode
Smart Refrigerator,Smart Appliances,16.60,28-05-2023,India,45,Prefer not to say,7 per week,SunTrack,18.70,$40.01 ,Grid,Intermittent
Solar Panel Monitor,Health Monitoring,8.60,23-09-2021,Germany,26,Woman,7 per week,SmartLiving,8.30,$27.58 ,Battery,Connected
Video Doorbell,Entertainment,7.30,08-06-2022,Mexico,43,Woman,5 per week,SoundWave,8.40,$30.33 ,Grid,Low Bandwidth
Smart TV,Health Monitoring,19.50,23-09-2020,France,56,Woman,10 per month,RingSecure,22.40,$16.08 ,Battery,Intermittent
Smart Speaker,Smart Appliances,5.20,22-12-2024,USA,44,Prefer not to say,15 per month,EcoHome,16.30,$41.70 ,Battery,Connected
Smart Speaker,Entertainment,2.20,23-11-2023,India,58,Prefer not to say,3 per week,PlugWise,20.70,$29.79 ,Battery,Disconnected
Smart Thermostat,Health Monitoring,8.00,17-04-2020,Germany,27,Prefer not to say,5 per week,RingSecure,11.70,$33.82 ,Solar,Low Bandwidth
Video Doorbell,Climate Control,10.90,11-09-2020,Japan,34,Non-binary,5 per week,ViewMax,16.60,$8.97 ,Battery,Intermittent
Smart Plug,Climate Control,23.90,06-08-2020,Australia,34,Man,10 per month,CoolTech,12.10,$13.61 ,Battery,Connected
Video Doorbell,Water Conservation,16.40,11-08-2024,Canada,51,Woman,15 per month,CoolTech,10.60,$38.39 ,Grid,Disconnected
Solar Panel Monitor,Security,23.50,13-11-2020,India,54,Man,15 per month,SmartLiving,18.90,$31.47 ,Solar,Low Bandwidth
Security Camera,Health Monitoring,19.80,19-03-2024,Brazil,44,Man,15 per month,BrightLife,11.20,$2.61 ,Grid,Disconnected
Video Doorbell,Smart Appliances,23.90,03-02-2020,France,35,Man,7 per week,ViewMax,13.00,$47.78 ,Grid,Offline Mode
Smart Refrigerator,Energy-saving,7.30,16-07-2024,USA,25,Woman,10 per month,RingSecure,22.30,$36.70 ,Grid,Connected
Smart Refrigerator,Climate Control,21.70,18-07-2023,France,60,Prefer not to say,5 per week,EcoHome,11.00,$39.92 ,Grid,Offline Mode
Video Doorbell,Water Conservation,23.30,10-12-2020,India,49,Prefer not to say,3 per week,SafeGuard,4.70,$40.92 ,Grid,Offline Mode
Smart Thermostat,Smart Appliances,11.00,18-07-2021,India,55,Non-binary,15 per month,RingSecure,10.80,$27.66 ,Solar,Low Bandwidth
Home Assistant Hub,Climate Control,3.60,30-08-2024,India,65,Prefer not to say,3 per week,ViewMax,3.20,$46.22 ,Battery,Connected
Smart Plug,Climate Control,5.80,10-02-2021,USA,47,Woman,7 per week,SmartLiving,22.90,$30.31 ,Grid,Low Bandwidth
Smart Plug,Security,19.60,09-04-2023,USA,61,Man,15 per month,SunTrack,22.20,$2.02 ,Solar,Connected
Solar Panel Monitor,Security,2.10,03-12-2022,USA,19,Prefer not to say,7 per week,SmartLiving,17.40,$5.82 ,Grid,Disconnected
Smart Refrigerator,Fitness Monitoring,5.50,02-12-2024,USA,37,Man,3 per week,SoundWave,9.90,$22.46 ,Solar,Disconnected
Solar Panel Monitor,Security,8.40,18-08-2023,Japan,26,Woman,10 per month,CoolTech,7.50,$17.52 ,Solar,Offline Mode
Smart Refrigerator,Climate Control,17.90,19-03-2021,USA,57,Non-binary,10 per month,SmartLiving,5.00,$15.91 ,Battery,Connected
Home Assistant Hub,Smart Appliances,24.90,13-05-2022,Brazil,36,Prefer not to say,7 per week,RingSecure,10.60,$38.52 ,Grid,Connected
Solar Panel Monitor,Entertainment,15.50,10-06-2022,France,43,Prefer not to say,10 per month,ViewMax,22.60,$43.83 ,Solar,Connected
Home Assistant Hub,Fitness Monitoring,13.70,29-12-2021,Germany,37,Non-binary,3 per week,ViewMax,16.80,$49.48 ,Battery,Offline Mode
Smart TV,Fitness Monitoring,0.90,10-12-2023,Mexico,63,Man,5 per week,RingSecure,8.90,$49.82 ,Solar,Low Bandwidth
Home Assistant Hub,Fitness Monitoring,21.20,05-11-2022,Japan,62,Non-binary,3 per week,CoolTech,13.30,$17.72 ,Solar,Intermittent
Smart Light Bulb,Smart Appliances,10.00,24-01-2020,Canada,35,Non-binary,3 per week,SoundWave,2.10,$8.94 ,Grid,Offline Mode
Solar Panel Monitor,Health Monitoring,24.90,17-12-2020,Mexico,45,Man,15 per month,EcoHome,11.60,$13.81 ,Solar,Offline Mode
Smart Speaker,Security,7.50,08-05-2024,Canada,35,Prefer not to say,15 per month,CoolTech,12.40,$2.58 ,Solar,Disconnected
Security Camera,Water Conservation,4.60,31-05-2023,India,19,Non-binary,7 per week,SafeGuard,21.10,$14.02 ,Battery,Connected
Security Camera,Security,19.60,16-06-2021,Canada,48,Man,10 per month,ViewMax,23.60,$7.94 ,Grid,Disconnected
Smart Light Bulb,Security,5.50,01-03-2023,South Africa,57,Man,10 per month,SafeGuard,5.80,$36.45 ,Grid,Intermittent
Smart Refrigerator,Energy-saving,20.20,13-05-2023,India,38,Woman,15 per month,BrightLife,20.90,$42.19 ,Battery,Disconnected
Smart TV,Entertainment,8.70,22-04-2020,USA,20,Woman,10 per month,CoolTech,15.70,$38.59 ,Solar,Low Bandwidth
Smart Light Bulb,Climate Control,11.80,01-05-2023,Japan,56,Non-binary,10 per month,SafeGuard,22.20,$39.45 ,Grid,Disconnected
Smart Thermostat,Water Conservation,23.10,06-10-2023,Canada,53,Prefer not to say,10 per month,SmartLiving,17.60,$33.76 ,Solar,Disconnected
Security Camera,Smart Appliances,14.10,26-04-2020,USA,23,Non-binary,7 per week,SoundWave,14.90,$29.38 ,Battery,Disconnected
Smart TV,Security,15.80,05-12-2021,Mexico,34,Woman,5 per week,SunTrack,2.80,$38.89 ,Solar,Disconnected
Security Camera,Health Monitoring,10.30,08-07-2024,India,19,Woman,3 per week,BrightLife,18.90,$6.14 ,Grid,Disconnected
Smart TV,Energy-saving,13.90,20-10-2022,Japan,60,Non-binary,7 per week,PlugWise,24.00,$20.70 ,Grid,Intermittent
Smart Plug,Security,16.90,02-03-2021,France,35,Woman,15 per month,SunTrack,8.30,$6.32 ,Grid,Disconnected
Video Doorbell,Health Monitoring,6.00,17-03-2020,USA,52,Non-binary,3 per week,SoundWave,12.10,$22.39 ,Grid,Low Bandwidth
Smart Thermostat,Smart Appliances,17.40,22-09-2022,Mexico,63,Non-binary,3 per week,SafeGuard,5.40,$30.37 ,Solar,Disconnected
Home Assistant Hub,Entertainment,9.20,10-02-2020,Germany,35,Prefer not to say,7 per week,EcoHome,7.30,$46.14 ,Battery,Disconnected
Smart Light Bulb,Security,13.10,17-06-2021,Germany,23,Prefer not to say,5 per week,ViewMax,9.10,$16.48 ,Battery,Connected
Solar Panel Monitor,Health Monitoring,24.80,18-10-2023,India,20,Man,15 per month,SmartLiving,8.50,$18.58 ,Grid,Disconnected
Smart Plug,Fitness Monitoring,20.00,12-05-2020,France,27,Prefer not to say,7 per week,EcoHome,22.10,$4.17 ,Grid,Intermittent
Solar Panel Monitor,Entertainment,19.20,21-06-2024,Canada,25,Man,10 per month,SafeGuard,7.10,$6.70 ,Solar,Offline Mode
Security Camera,Security,21.60,03-11-2021,Germany,28,Man,5 per week,SmartLiving,5.20,$45.88 ,Solar,Offline Mode
Smart Light Bulb,Smart Appliances,20.10,20-03-2020,Brazil,26,Woman,7 per week,SmartLiving,11.10,$27.54 ,Grid,Disconnected
Security Camera,Climate Control,11.00,22-09-2021,Japan,18,Non-binary,15 per month,BrightLife,13.90,$47.46 ,Grid,Connected
Security Camera,Fitness Monitoring,24.20,23-05-2021,Brazil,23,Non-binary,7 per week,EcoHome,21.80,$27.93 ,Battery,Connected
Smart Plug,Fitness Monitoring,22.60,31-07-2023,Mexico,21,Man,15 per month,EcoHome,10.50,$24.45 ,Battery,Disconnected
Security Camera,Energy-saving,21.60,14-02-2021,Germany,31,Woman,15 per month,CoolTech,7.90,$46.84 ,Battery,Connected
Smart Thermostat,Energy-saving,9.80,01-12-2023,France,42,Non-binary,5 per week,PlugWise,16.50,$41.89 ,Solar,Offline Mode
Smart TV,Health Monitoring,9.50,04-11-2023,Mexico,41,Man,3 per week,SoundWave,6.00,$10.23 ,Battery,Low Bandwidth
Video Doorbell,Smart Appliances,3.00,03-08-2022,Australia,54,Non-binary,3 per week,SunTrack,11.50,$16.40 ,Solar,Connected
Smart Thermostat,Entertainment,6.30,28-07-2024,Brazil,33,Woman,5 per week,EcoHome,1.20,$14.71 ,Grid,Intermittent
Security Camera,Water Conservation,6.10,02-10-2021,Australia,21,Prefer not to say,7 per week,BrightLife,4.90,$33.50 ,Solar,Low Bandwidth
Home Assistant Hub,Smart Appliances,14.10,05-04-2021,Brazil,46,Man,7 per week,ViewMax,9.10,$45.02 ,Battery,Offline Mode
Smart Thermostat,Water Conservation,1.70,16-04-2020,Japan,47,Non-binary,10 per month,SunTrack,23.10,$23.59 ,Battery,Low Bandwidth
Security Camera,Health Monitoring,4.30,16-02-2024,India,49,Man,10 per month,RingSecure,16.80,$17.18 ,Grid,Offline Mode
Smart Refrigerator,Climate Control,1.90,04-11-2020,Mexico,46,Woman,7 per week,ViewMax,7.20,$45.09 ,Grid,Offline Mode
Security Camera,Water Conservation,5.50,09-04-2020,France,32,Man,5 per week,SafeGuard,9.80,$37.79 ,Battery,Connected
Smart Speaker,Water Conservation,19.30,28-02-2020,USA,45,Man,3 per week,CoolTech,11.50,$17.70 ,Battery,Connected
Smart Refrigerator,Climate Control,14.20,08-04-2024,USA,22,Woman,10 per month,SunTrack,18.70,$7.04 ,Grid,Connected
Smart Light Bulb,Energy-saving,14.20,19-06-2024,USA,49,Woman,7 per week,RingSecure,6.60,$49.02 ,Grid,Offline Mode
Home Assistant Hub,Smart Appliances,11.40,11-10-2022,Japan,52,Prefer not to say,15 per month,ViewMax,5.40,$17.98 ,Solar,Connected
Smart Refrigerator,Security,3.20,20-10-2020,Canada,37,Woman,5 per week,RingSecure,4.60,$14.09 ,Battery,Disconnected
Smart TV,Entertainment,16.90,24-07-2022,South Africa,50,Man,10 per month,PlugWise,7.90,$42.89 ,Solar,Offline Mode
Security Camera,Water Conservation,13.00,24-07-2023,France,51,Non-binary,10 per month,BrightLife,1.70,$30.48 ,Grid,Connected
Solar Panel Monitor,Smart Appliances,4.30,09-08-2022,Canada,47,Prefer not to say,10 per month,ViewMax,7.70,$36.83 ,Battery,Offline Mode
Smart Refrigerator,Health Monitoring,9.70,08-07-2023,France,59,Non-binary,15 per month,RingSecure,19.60,$9.08 ,Grid,Offline Mode
Smart Refrigerator,Fitness Monitoring,17.40,03-06-2021,USA,62,Woman,10 per month,SunTrack,6.80,$5.99 ,Solar,Disconnected
Video Doorbell,Health Monitoring,16.70,10-10-2023,Australia,65,Non-binary,3 per week,CoolTech,19.80,$12.62 ,Grid,Connected
Smart Plug,Entertainment,22.70,25-10-2022,Mexico,20,Man,10 per month,PlugWise,23.90,$40.93 ,Solar,Low Bandwidth
Video Doorbell,Security,12.50,11-08-2022,France,35,Woman,3 per week,CoolTech,5.50,$31.73 ,Solar,Connected
Home Assistant Hub,Entertainment,16.70,15-12-2020,South Africa,27,Non-binary,3 per week,CoolTech,11.10,$24.22 ,Battery,Connected
Home Assistant Hub,Health Monitoring,9.90,04-01-2020,USA,58,Prefer not to say,3 per week,SoundWave,11.20,$44.07 ,Solar,Offline Mode
Home Assistant Hub,Fitness Monitoring,1.90,12-09-2021,USA,54,Prefer not to say,5 per week,SmartLiving,7.20,$25.34 ,Grid,Intermittent
Smart TV,Climate Control,13.00,25-03-2022,Brazil,52,Man,5 per week,BrightLife,20.80,$28.41 ,Battery,Low Bandwidth
Smart Thermostat,Climate Control,18.10,13-01-2020,USA,21,Prefer not to say,15 per month,CoolTech,10.70,$17.50 ,Battery,Connected
